Age,"Standard error"
"7-74 years",0.94
"7-11 years",1.25
"12-17 years",1.65
"18-24 years",1.51
"25-34 years",1.41
"35-44 years",2.23
"45-54 years",1.79
"55-64 years",3.12
"65-74 years",2.45
