Age,"Standard error"
"8–11 years",11.67
"12–15 years",20.51
"16–19 years",20.16
"20–29 years",21.96
"30–39 years",21.84
"40–49 years",19.72
"50–59 years",19.44
"60–69 years",19.46
"70–79 years",19.36
"80 years and over",18.1
