Age,"Standard error"
"8–11 years",12.7
"12–15 years",15.85
"16–19 years",16.56
"20–29 years",17.01
"30–39 years",17.92
"40–49 years",17.41
"50–59 years",16.56
"60–69 years",15.69
"70–79 years",14.06
"80 years and over",12.75
