Age,"Standard error"
"8–11 years",0.106
"12–15 years",0.135
"16–19 years",0.123
"20–29 years",0.123
"30–39 years",0.133
"40–49 years",0.15
"50–59 years",0.159
"60–69 years",0.17
"70–79 years",0.173
"80 years and over",0.175
