Age,"Standard error"
"8–11 years",0.075
"12–15 years",0.147
"16–19 years",0.137
"20–29 years",0.143
"30–39 years",0.151
"40–49 years",0.156
"50–59 years",0.167
"60–69 years",0.187
"70–79 years",0.199
"80 years and over",0.229
