| Age                | Mean |
| ------------------ | ---- |
| 8–11               | 2.4  |
| 12–15              | 3.4  |
| 16–19              | 3.6  |
| 20–39              | 4    |
| 40–59              | 4    |
| 60–79              | 4    |
| 80+                | 3.6  |
| 20+                | 4    |
| 20+ (age adjusted) | 4    |
