Age,Mean
"8–11 years",2.4
"12–15 years",3.4
"16–19 years",3.6
"20–39 years",4
"40–59 years",4
"60–79 years",4
"80 years and older",3.6
"20 years and older",4
"20 years and older (age adjusted)",4
