| Age                | Mean |
| ------------------ | ---- |
| 8–11               | 2.8  |
| 12–15              | 4.1  |
| 16–19              | 4.9  |
| 20–39              | 5.6  |
| 40–59              | 6    |
| 60–79              | 5.7  |
| 80+                | 4.9  |
| 20+                | 5.7  |
| 20+ (age adjusted) | 5.7  |
