| Age               | Median |
| ----------------- | ------ |
| All ages          | 39     |
| 2–11 months       | 14     |
| 1–2 years         | 31     |
| 3–5 years         | 34     |
| 6–11 years        | 41     |
| 12–15 years       | 39     |
| 16–19 years       | 40     |
| 20–29 years       | 41     |
| 30–39 years       | 43     |
| 40–49 years       | 42     |
| 50–59 years       | 40     |
| 60–69 years       | 36     |
| 70–79 years       | 34     |
| 80 years and over | 32     |
