| Age               | Median |
| ----------------- | ------ |
| All ages          | 46     |
| 2–11 months       | 14     |
| 1–2 years         | 32     |
| 3–5 years         | 35     |
| 6–11 years        | 44     |
| 12–15 years       | 47     |
| 16–19 years       | 53     |
| 20–29 years       | 53     |
| 30–39 years       | 52     |
| 40–49 years       | 50     |
| 50–59 years       | 48     |
| 60–69 years       | 42     |
| 70–79 years       | 39     |
| 80 years and over | 35     |
