Age,Mean
"2 years",28.1
"3 years",29.2
"4 years",30.2
"5 years",31.6
"6 years",33.7
"7 years",34.9
"8 years",36.7
"9 years",39.4
"10 years",40.5
"11 years",42.9
"12 years",44.9
"13 years",45.9
"14 years",49.5
"15 years",50.7
"16 years",50.5
"17 years",51.7
"18 years",50.7
"19 years",51.7
"20 years and older",51.7
"20–29 years",52.4
"30–39 years",53
"40–49 years",52.3
"50–59 years",51.6
"60–69 years",49.8
"70–79 years",48.1
"80 years and older",46.1
