| Age   | Mean |
| ----- | ---- |
| 3     | 22.2 |
| 4     | 23.8 |
| 5     | 24.9 |
| 6     | 26.1 |
| 7     | 27.2 |
| 8     | 28.8 |
| 9     | 30.2 |
| 10    | 31.1 |
| 11    | 33   |
| 12    | 34.1 |
| 13    | 35.5 |
| 14    | 36   |
| 15    | 36.3 |
| 16    | 36.7 |
| 17    | 36.7 |
| 18    | 36.6 |
| 19    | 36.4 |
| 20+   | 36.7 |
| 20–29 | 36.9 |
| 30–39 | 37   |
| 40–49 | 36.9 |
| 50–59 | 36.9 |
| 60–69 | 36.4 |
| 70–79 | 35.7 |
| 80+   | 34.8 |
