| Age   | Mean |
| ----- | ---- |
| 3     | 22.4 |
| 4     | 23.7 |
| 5     | 25   |
| 6     | 26.3 |
| 7     | 27.6 |
| 8     | 29   |
| 9     | 30.5 |
| 10    | 31.2 |
| 11    | 32.6 |
| 12    | 34.4 |
| 13    | 35.9 |
| 14    | 37.7 |
| 15    | 38.8 |
| 16    | 39.9 |
| 17    | 40.8 |
| 18    | 41   |
| 19    | 40.8 |
| 20+   | 41.1 |
| 20–29 | 41.5 |
| 30–39 | 41.5 |
| 40–49 | 41.3 |
| 50–59 | 41   |
| 60–69 | 40.5 |
| 70–79 | 39.7 |
| 80+   | 39   |
