Age,Mean
"3 years",22.4
"4 years",23.7
"5 years",25
"6 years",26.3
"7 years",27.6
"8 years",29
"9 years",30.5
"10 years",31.2
"11 years",32.6
"12 years",34.4
"13 years",35.9
"14 years",37.7
"15 years",38.8
"16 years",39.9
"17 years",40.8
"18 years",41
"19 years",40.8
"20 years and older",41.1
"20–29 years",41.5
"30–39 years",41.5
"40–49 years",41.3
"50–59 years",41
"60–69 years",40.5
"70–79 years",39.7
"80 years and older",39
