Age,Mean
"3 years",22.2
"4 years",23.8
"5 years",24.9
"6 years",26.1
"7 years",27.2
"8 years",28.8
"9 years",30.2
"10 years",31.1
"11 years",33
"12 years",34.1
"13 years",35.5
"14 years",36
"15 years",36.3
"16 years",36.7
"17 years",36.7
"18 years",36.6
"19 years",36.4
"20 years and older",36.7
"20–29 years",36.9
"30–39 years",37
"40–49 years",36.9
"50–59 years",36.9
"60–69 years",36.4
"70–79 years",35.7
"80 years and older",34.8
