| Age     | Mean  |
| ------- | ----- |
| 0       | 35.01 |
| 2m      | 38.73 |
| 3m      | 40.53 |
| 4m      | 41.44 |
| 6m      | 42.08 |
| 6m      | 42.81 |
| 7m      | 43.06 |
| 8m      | 44.12 |
| 9m      | 44.33 |
| 10m     | 44.58 |
| 11m     | 45.14 |
| 12m-14m | 45.52 |
| 15m-17m | 45.96 |
| 18m-20m | 46.59 |
| 21m-23m | 47.41 |
| 24m-29m | 47.7  |
| 30m-35m | 48.46 |
