| Age     | Mean  |
| ------- | ----- |
| 0       | 35.68 |
| 2m      | 40.7  |
| 3m      | 41.72 |
| 4m      | 42.13 |
| 6m      | 43.37 |
| 6m      | 44.23 |
| 7m      | 44.54 |
| 8m      | 45.36 |
| 9m      | 45.39 |
| 10m     | 45.61 |
| 11m     | 46.29 |
| 12m-14m | 46.99 |
| 15m-17m | 47.6  |
| 18m-20m | 47.99 |
| 21m-23m | 48.42 |
| 24m-29m | 48.95 |
| 30m-35m | 49.45 |
