Age,"Standard error"
"6 years",0.91
"7-11 years",0.57
"7 years",1.13
"8 years",1.05
"9 years",0.95
"10 years",0.86
"11 years",1.05
"12-17 years",0.38
"12 years",0.71
"13 years",1.03
"14 years",0.92
"15 years",0.84
"16 years",0.73
"17 years",1.08
"18-74 years",0.31
"18-24 years",0.52
"25-34 years",0.48
"35-44 years",0.55
"45-54 years",0.68
"55-64 years",0.68
"65-74 years",0.57
"40-74 years",0.43
