Age,"Standard error"
"6 years",0.99
"7-11 years",0.78
"7 years",1.4
"8 years",1.21
"9 years",1.36
"10 years",0.94
"11 years",1.06
"12-17 years",0.58
"12 years",1.02
"13 years",0.91
"14 years",0.82
"15 years",0.92
"16 years",0.95
"17 years",1.2
"18-74 years",0.35
"18-24 years",0.52
"25-34 years",0.3
"35-44 years",0.46
"45-54 years",0.67
"55-64 years",0.55
"65-74 years",0.57
"40-74 years",0.41
