Age,"Standard error"
"6 years",0.7
"7-11 years",0.61
"7 years",1
"8 years",0.9
"9 years",0.9
"10 years",0.74
"11 years",0.8
"12-17 years",0.4
"12 years",0.63
"13 years",0.73
"14 years",0.66
"15 years",0.61
"16 years",0.66
"17 years",0.89
"18-74 years",0.28
"18-24 years",0.41
"25-34 years",0.3
"35-44 years",0.39
"45-54 years",0.6
"55-64 years",0.47
"65-74 years",0.5
"40-74 years",0.37
