| Age               | Median |
| ----------------- | ------ |
| All ages          | 12.8   |
| 2–11 months       | 14.8   |
| 1–2 years         | 8.8    |
| 3–5 years         | 10.6   |
| 6–11 years        | 12.4   |
| 12–15 years       | 13.5   |
| 16–19 years       | 13.5   |
| 20–29 years       | 13.3   |
| 30–39 years       | 13.5   |
| 40–49 years       | 13.2   |
| 50–59 years       | 12.9   |
| 60–69 years       | 12.2   |
| 70–79 years       | 11.7   |
| 80 years and over | 11.4   |
