Age,Median
"All ages",1378
"2–11 months",539
"1–2 years",945
"3–5 years",1032
"6–11 years",1278
"12–15 years",1386
"16–19 years",1645
"20–29 years",1594
"30–39 years",1525
"40–49 years",1467
"50–59 years",1404
"60–69 years",1261
"70–79 years",1145
"80 years and over ",1090
