Age,Median
"All ages",1161
"2–11 months",523
"1–2 years",905
"3–5 years",1005
"6–11 years",1169
"12–15 years",1228
"16–19 years",1326
"20–29 years",1288
"30–39 years",1283
"40–49 years",1206
"50–59 years",1144
"60–69 years",1070
"70–79 years",1001
"80 years and over",931
