Age,Mean
"8–11 years",2.8
"12–15 years",4
"16–19 years",4.8
"20–39 years",5.5
"40–59 years",5.8
"60–79 years",5.6
"80 years and older",4.8
"20 years and older (crude)",5.6
"20 years and older (age adjusted)",5.6

