| Age   | Standard error |
| ----- | -------------- |
| 8–11  | 0.122          |
| 12–15 | 0.109          |
| 16–19 | 0.111          |
| 20–29 | 0.107          |
| 30–39 | 0.104          |
| 40–49 | 0.103          |
| 50–59 | 0.11           |
| 60–69 | 0.111          |
| 70–79 | 0.113          |
| 80+   | 0.116          |
