Age,Mean
"2 years",14.2
"3 years",13.8
"4 years",14.2
"5 years",14.6
"6 years",14.4
"7 years",16.5
"8 years",16.8
"9 years",19.1
"10 years",18.4
"11 years",19.3
"12 years",18.9
"13 years",21.6
"14 years",23.9
"15 years",23.4
"16 years",25.2
"17 years",25.8
"18 years",25.3
"19 years",25.1
"20 years and older",29.3
"20–29 years",26.7
"30–39 years",29
"40–49 years",31.6
"50–59 years",31.3
"60–69 years",30.2
"70–79 years",29.1
"80 years and older",27.4
