Age,"Total : Sample size","Total : Mean","Total : Standard error","Total : Median","Poverty income ratio ≤ 1.300 : Sample size","Poverty income ratio ≤ 1.300 : Mean","Poverty income ratio ≤ 1.300 : Standard error","Poverty income ratio ≤ 1.300 : Median","Poverty income ratio > 1.300 : Sample size","Poverty income ratio > 1.300 : Mean","Poverty income ratio > 1.300 : Standard error","Poverty income ratio > 1.300 : Median"
"All ages",15182,219,3.2,166,5767,232,5.4,176,8001,213,4.1,162
"Under 6 years",3461,170,4.7,129,1581,192,6.7,144,1580,154,5.7,118
"6–11 years",1553,222,7.3,166,733,216,11.9,164,693,219,9.5,165
"12–19 years",1659,211,6,171,711,231,9.7,184,796,199,7.8,164
"20–59 years",5921,238,4.8,181,1939,261,9.9,194,3484,230,5.7,175
"60 years and over",2588,187,4.7,144,803,193,10.4,147,1448,184,5.2,142
