Age,"Total : Sample size","Total : Mean","Total : Standard error","Total : Median","Poverty income ratio ≤ 1.300 : Sample size","Poverty income ratio ≤ 1.300 : Mean","Poverty income ratio ≤ 1.300 : Standard error","Poverty income ratio ≤ 1.300 : Median","Poverty income ratio > 1.300 : Sample size","Poverty income ratio > 1.300 : Mean","Poverty income ratio > 1.300 : Standard error","Poverty income ratio > 1.300 : Median"
"All ages",15182,23,0.2,20,5767,23,0.4,20,8001,23,0.3,21
"Under 6 years",3461,20,0.3,18,1581,21,0.6,19,1580,19,0.4,17
"6–11 years",1553,25,0.4,23,733,26,0.8,23,693,24,0.6,23
"12–19 years",1659,26,0.8,23,711,28,1.7,23,796,26,0.8,23
"20–59 years",5921,24,0.3,22,1939,24,0.9,21,3484,24,0.4,22
"60 years and over",2588,18,0.3,16,803,16,0.8,14,1448,18,0.4,16
