Age,"Standard error"
"8–11 years",0.1
"12–15 years",0.2
"16–19 years",0.2
"20–39 years",0.2
"40–59 years",0.1
"60–79 years",0.2
"80 years and older",0.2
"20 years and older (crude)",0.1
"20 years and older (age adjusted)",0.1
