| Age               | Mean |
| ----------------- | ---- |
| All ages          | 17.8 |
| 2–11 months       | 16.5 |
| 1–2 years         | 10.6 |
| 3–5 years         | 12.7 |
| 6–11 years        | 15.2 |
| 12–15 years       | 19   |
| 16–19 years       | 20   |
| 20–29 years       | 18.7 |
| 30–39 years       | 19.3 |
| 40–49 years       | 18.5 |
| 50–59 years       | 18.9 |
| 60–69 years       | 18.1 |
| 70–79 years       | 16.3 |
| 80 years and over | 17.3 |
