Age,Mean
"All ages",2723
"2–11 months",1274
"1–2 years",1956
"3–5 years",2077
"6–11 years",2344
"12–15 years",2483
"16–19 years",2759
"20–29 years",2851
"30–39 years",2983
"40–49 years",2913
"50–59 years",2993
"60–69 years",2821
"70–79 years",2666
"80 years and over",2492
