Age,"Standard error"
"2 years",0.29
"3 years",0.31
"4 years",0.34
"5 years",0.4
"6 years",0.57
"7 years",0.76
"8 years",0.71
"9 years",0.77
"10 years",0.84
"11 years",0.8
"12 years",0.95
"13 years",0.98
"14 years",0.99
"15 years",1.1
"16 years",1.03
"17 years",1.08
"18 years",1.12
"19 years",1.28
"20 years and older",0.22
"20–29 years",0.34
"30–39 years",0.36
"40–49 years",0.4
"50–59 years",0.47
"60–69 years",0.44
"70–79 years",0.47
"80 years and older",0.54
