Age,"Standard error"
"All ages",0.5
"2–11 months",0.3
"1–2 years",0.4
"3–5 years",0.5
"6–11 years",0.8
"12–15 years",1.5
"16–19 years",1
"20–29 years",1
"30–39 years",1.2
"40–49 years",1.2
"50–59 years",1.1
"60–69 years",0.7
"70–79 years",0.8
"80 years and over",0.8
