Age,Mean
"All ages",1924
"2–11 months",1502
"1–2 years",934
"3–5 years",1022
"6–11 years",1286
"12–15 years",1329
"16–19 years",1305
"20–29 years",1703
"30–39 years",2111
"40–49 years",2018
"50–59 years",2420
"60–69 years",2655
"70–79 years",2713
"80 years and over",2765
