Age,Median
"All ages",1.3
"2–11 months",1
"1–2 years",1
"3–5 years",1.3
"6–11 years",1.4
"12–15 years",1.4
"16–19 years",1.3
"20–29 years",1.3
"30–39 years",1.3
"40–49 years",1.3
"50–59 years",1.2
"60–69 years",1.3
"70–79 years",1.2
"80 years and over",1.2
