Age,"Standard error"
"7-74 years",1.02
"7-11 years",2.35
"12-17 years",2.13
"18-24 years",1.58
"25-34 years",1.61
"35-44 years",1.81
"45-54 years",4.49
"55-64 years",3.46
"65-74 years",1.19
