| Age         | Standard error |
| ----------- | -------------- |
| 7-74 years  | 1.49           |
| 7-11 years  | 1.57           |
| 12-17 years | 1.71           |
| 18-24 years | 1.38           |
| 25-34 years | 2.69           |
| 35-44 years | 3.69           |
| 45-54 years | 5.97           |
| 55-64 years | 3.52           |
| 65-74 years | 2.11           |
