Age,Mean
"2 years",4.4
"3 years",4.6
"4 years",4.7
"5 years",4.9
"6 years",5.1
"7 years",5.3
"8 years",5.6
"9 years",5.8
"10 years",5.9
"11 years",6.2
"12 years",6.6
"13 years",6.8
"14 years",7
"15 years",7.2
"16 years",7.2
"17 years",7.3
"18 years",7.2
"19 years",7.1
"20 years and older",7.4
"20–29 years",7.2
"30–39 years",7.3
"40–49 years",7.4
"50–59 years",7.5
"60–69 years",7.5
"70–79 years",7.5
"80 years and older",7.5
