Age,Mean
"6 years",60.4
"7-11 years",65.1
"7 years",63.7
"8 years",63
"9 years",65.6
"10 years",66.1
"11 years",66.7
"12-17 years",70.5
"12 years",67.5
"13 years",69.5
"14 years",68.6
"15 years",71.4
"16 years",72.8
"17 years",73.7
"18-74 years",83.4
"18-24 years",76.3
"25-34 years",81.1
"35-44 years",84.8
"45-54 years",87.9
"55-64 years",86.8
"65-74 years",85.4
"40-74 years",86.6
