| Age   | Mean |
| ----- | ---- |
| 6     | 60.4 |
| 7-11  | 65.1 |
| 7     | 63.7 |
| 8     | 63   |
| 9     | 65.6 |
| 10    | 66.1 |
| 11    | 66.7 |
| 12-17 | 70.5 |
| 12    | 67.5 |
| 13    | 69.5 |
| 14    | 68.6 |
| 15    | 71.4 |
| 16    | 72.8 |
| 17    | 73.7 |
| 18-74 | 83.4 |
| 18-24 | 76.3 |
| 25-34 | 81.1 |
| 35-44 | 84.8 |
| 45-54 | 87.9 |
| 55-64 | 86.8 |
| 65-74 | 85.4 |
| 40-74 | 86.6 |
