| Age   | Mean |
| ----- | ---- |
| 6     | 61.5 |
| 7-11  | 64.3 |
| 7     | 62   |
| 8     | 62.8 |
| 9     | 65.3 |
| 10    | 64.2 |
| 11    | 66.5 |
| 12-17 | 69   |
| 12    | 67.3 |
| 13    | 68.4 |
| 14    | 68.3 |
| 15    | 69.7 |
| 16    | 69.4 |
| 17    | 71.2 |
| 18-74 | 79.7 |
| 18-24 | 71.5 |
| 25-34 | 74.9 |
| 35-44 | 80.2 |
| 45-54 | 83.6 |
| 55-64 | 86.6 |
| 65-74 | 85.9 |
| 40-74 | 84.5 |
