Age,Mean
"7-74 years",122.5
"7-11 years",102.8
"12-17 years",113.6
"18-24 years",117.5
"25-34 years",118.7
"35-44 years",124
"45-54 years",130.8
"55-64 years",140.4
"65-74 years",147.2
"Age-adjusted",122.7

