| Age                | Mean |
| ------------------ | ---- |
| 8–11               | 7.2  |
| 12–15              | 10.5 |
| 16–19              | 11.7 |
| 20–39              | 12.8 |
| 40–59              | 13   |
| 60–79              | 12.2 |
| 80+                | 10.6 |
| 20+                | 12.6 |
| 20+ (age adjusted) | 12.6 |
