Age,Median
"All ages",12
"2–11 months",8
"1–2 years",6
"3–5 years",9
"6–11 years",11
"12–15 years",13
"16–19 years",13
"20–29 years",14
"30–39 years",13
"40–49 years",14
"50–59 years",11
"60–69 years",10
"70–79 years",10
"80 years and over",9
