Age,Median
"All ages",16
"2–11 months",8
"1–2 years",8
"3–5 years",10
"6–11 years",12
"12–15 years",15
"16–19 years",21
"20–29 years",19
"30–39 years",19
"40–49 years",17
"50–59 years",16
"60–69 years",14
"70–79 years",13
"80 years and over",11
