Age,Median
"All ages",14
"2–11 months",8
"1–2 years",7
"3–5 years",9
"6–11 years",12
"12–15 years",14
"16–19 years",16
"20–29 years",16
"30–39 years",16
"40–49 years",16
"50–59 years",14
"60–69 years",12
"70–79 years",11
"80 years and over",10
