Age,Median
"All ages",719
"2–11 months",391
"1–2 years",414
"3–5 years",429
"6–11 years",459
"12–15 years",468
"16–19 years",499
"20–29 years",684
"30–39 years",814
"40–49 years",799
"50–59 years",947
"60–69 years",1185
"70–79 years",1295
"80 years and over",1160
