| Age                | Mean |
| ------------------ | ---- |
| 7-74 years         | 77.9 |
| 7-11 years         | 65.4 |
| 12-17 years        | 70.5 |
| 18-24 years        | 74.1 |
| 25-34 years        | 78.5 |
| 35-44 years        | 83.9 |
| 45-54 years        | 84.7 |
| 55-64 years        | 87.7 |
| 65-74 years        | 85.4 |
| Age-adjusted value | 78.3 |
