| Age                | Mean  |
| ------------------ | ----- |
| 7-74 years         | 122.9 |
| 7-11 years         | 101.3 |
| 12-17 years        | 111.7 |
| 18-24 years        | 118.2 |
| 25-34 years        | 119.4 |
| 35-44 years        | 124.4 |
| 45-54 years        | 132.8 |
| 55-64 years        | 142.4 |
| 65-74 years        | 148.1 |
| Age-adjusted value | 123.1 |
