Age,Mean
"2 years",15.1
"3 years",16
"4 years",17.1
"5 years",17.7
"6 years",18.4
"7 years",19.4
"8 years",20.4
"9 years",21.4
"10 years",22.4
"11 years",23.5
"12 years",24.4
"13 years",26.1
"14 years",26.5
"15 years",26.8
"16 years",27.1
"17 years",27.2
"18 years",26.8
"19 years",28
"20 years and older",29.1
"20–29 years",27.7
"30–39 years",28.8
"40–49 years",29.4
"50–59 years",30.1
"60–69 years",30.1
"70–79 years",30
"80 years and older",29.9
