| Age   | Mean |
| ----- | ---- |
| 2     | 15.3 |
| 3     | 16.2 |
| 4     | 16.8 |
| 5     | 17.7 |
| 6     | 18.4 |
| 7     | 19.6 |
| 8     | 20   |
| 9     | 21.3 |
| 10    | 21.7 |
| 11    | 22.8 |
| 12    | 24.3 |
| 13    | 25.3 |
| 14    | 26.6 |
| 15    | 27   |
| 16    | 27.4 |
| 17    | 27.7 |
| 18    | 27.6 |
| 19    | 27.9 |
| 20+   | 29.6 |
| 20–29 | 28.5 |
| 30–39 | 29.1 |
| 40–49 | 29.9 |
| 50–59 | 30.5 |
| 60–69 | 30.8 |
| 70–79 | 30.7 |
| 80+   | 30.6 |
