| Age   | Mean |
| ----- | ---- |
| 2     | 15.1 |
| 3     | 16   |
| 4     | 17.1 |
| 5     | 17.7 |
| 6     | 18.4 |
| 7     | 19.4 |
| 8     | 20.4 |
| 9     | 21.4 |
| 10    | 22.4 |
| 11    | 23.5 |
| 12    | 24.4 |
| 13    | 26.1 |
| 14    | 26.5 |
| 15    | 26.8 |
| 16    | 27.1 |
| 17    | 27.2 |
| 18    | 26.8 |
| 19    | 28   |
| 20+   | 29.1 |
| 20–29 | 27.7 |
| 30–39 | 28.8 |
| 40–49 | 29.4 |
| 50–59 | 30.1 |
| 60–69 | 30.1 |
| 70–79 | 30   |
| 80+   | 29.9 |
