Age,5th,10th,15th,25th,50th,75th,85th,90th,95th
"8–11 years",2.4,2.6,2.6,2.7,2.9,3.1,3.2,3.3,3.5
"12–15 years",2.7,2.9,2.9,3.1,3.3,3.6,3.8,3.9,4.1
"16–19 years",3.2,3.2,3.3,3.5,3.7,4,4.1,4.3,4.5
"20–39 years",3.3,3.4,3.5,3.6,3.9,4.1,4.3,4.4,4.7
"40–59 years",3.3,3.4,3.5,3.6,3.9,4.2,4.3,4.4,4.6
"60–79 years",3.2,3.3,3.4,3.5,3.8,4.1,4.3,4.4,4.6
"80 years and older",3,3.1,3.2,3.3,3.6,3.9,4,4.1,4.3
"20 years and older (crude)",3.2,3.4,3.5,3.6,3.9,4.1,4.3,4.4,4.6
