Age,"Standard error"
"7-74 years",0.97
"7-11 years",0.99
"12-17 years",1.24
"18-24 years",1.24
"25-34 years",0.99
"35-44 years",1.21
"45-54 years",2.46
"55-64 years",2.19
"65-74 years",1.39
