Age,"Standard error"
"8–11 years",24.59
"12–15 years",27.91
"16–19 years",25.98
"20–29 years",24.34
"30–39 years",22.99
"40–49 years",23.43
"50–59 years",24.11
"60–69 years",25.68
"70–79 years",26.22
"80 years and over",27.98
