| Age   | Standard error |
| ----- | -------------- |
| 8–11  | 23.69          |
| 12–15 | 42.46          |
| 16–19 | 32.13          |
| 20–29 | 29.05          |
| 30–39 | 28.51          |
| 40–49 | 26.92          |
| 50–59 | 27.28          |
| 60–69 | 28.69          |
| 70–79 | 28.97          |
| 80+   | 29.14          |
