| Age   | Standard error |
| ----- | -------------- |
| 8–11  | 24.59          |
| 12–15 | 27.91          |
| 16–19 | 25.98          |
| 20–29 | 24.34          |
| 30–39 | 22.99          |
| 40–49 | 23.43          |
| 50–59 | 24.11          |
| 60–69 | 25.68          |
| 70–79 | 26.22          |
| 80+   | 27.98          |
