Age,"Standard error"
"8–11 years",58.07
"12–15 years",109.99
"16–19 years",99.48
"20–29 years",107.53
"30–39 years",104.61
"40–49 years",92.05
"50–59 years",94.83
"60–69 years",94.89
"70–79 years",93.02
"80 years and over",91.28
