| Age   | Standard error |
| ----- | -------------- |
| 8–11  | 64.09          |
| 12–15 | 69.67          |
| 16–19 | 70.2           |
| 20–29 | 64.45          |
| 30–39 | 64.83          |
| 40–49 | 65.07          |
| 50–59 | 64.33          |
| 60–69 | 65.9           |
| 70–79 | 66.35          |
| 80+   | 68.19          |
