Age,"Standard error"
"8–11 years",64.09
"12–15 years",69.67
"16–19 years",70.2
"20–29 years",64.45
"30–39 years",64.83
"40–49 years",65.07
"50–59 years",64.33
"60–69 years",65.9
"70–79 years",66.35
"80 years and over",68.19
