Age,"Standard error"
"8–11 years",16.8
"12–15 years",17.63
"16–19 years",17.72
"20–29 years",19.26
"30–39 years",20.06
"40–49 years",19.17
"50–59 years",18.89
"60–69 years",18.62
"70–79 years",18.03
"80 years and over",16.95
