Age,Mean
"8–11 years",25.6
"12–15 years",36.6
"16–19 years",39.6
"20–39 years",42.3
"40–59 years",43
"60–79 years",40.3
"80 years and older",36.2
"20 years and older (crude)",41.8
"20 years and older (age adjusted)",41.9
