| Age                | Mean |
| ------------------ | ---- |
| 8–11               | 25.6 |
| 12–15              | 36.6 |
| 16–19              | 39.6 |
| 20–39              | 42.3 |
| 40–59              | 43   |
| 60–79              | 40.3 |
| 80+                | 36.2 |
| 20+                | 41.8 |
| 20+ (age adjusted) | 41.9 |
