| Age                | Mean |
| ------------------ | ---- |
| 8–11               | 25.9 |
| 12–15              | 42.8 |
| 16–19              | 55.7 |
| 20–39              | 59.9 |
| 40–59              | 60.9 |
| 60–79              | 57.1 |
| 80+                | 50   |
| 20+                | 59.5 |
| 20+ (age adjusted) | 59.2 |
